id,username,created_at,lng,lat,text
1517723143112175617,RatedROD4life,Sat Apr 23 04:32:49 +0000 2022,-87.732013,41.8335845,@evaunderfireThis is probably one the best damn cover songs I've heard in a while!!!🎸🎸🥁🥁🔊🎛🎚🎧😃🔥🔥🔥🔥🔥🔥🔥🔥🔥 🤟🏽🤟🏽🖤❤https://t.co/SCto7aNcJW
1517723146157236224,cmartinez219,Sat Apr 23 04:32:50 +0000 2022,-95.44648649999999,29.838495,Who tf vandalized my car.
1517723146014662662,BanditTravis,Sat Apr 23 04:32:50 +0000 2022,-89.2665075,39.7393005,Sleeping with the preacher's tonight!!! Meow meow meow!!! https://t.co/OCi3LEMZd2
1517723146979356672,storenightmares,Sat Apr 23 04:32:50 +0000 2022,-95.27831850000001,30.182321,@LiftForever67 This is too cute. I just can't.
1517723146383675393,gurpreetbroca,Sat Apr 23 04:32:50 +0000 2022,-81.07740749999999,46.5841815,With Her Excellency Consul General of India to Canada-Ms. Apoorva Srivastava @IndiainToronto during her visit to… https://t.co/Lb852ix4q1
1517723148891742208,bonnevivante,Sat Apr 23 04:32:51 +0000 2022,-122.3306025,47.614817,The 1893 overthrow of the Hawaiian Kingdom is mentioned in this mele. #MerrieMonarch2022
1517723149437005825,Mattwizy,Sat Apr 23 04:32:51 +0000 2022,-117.104989,32.810012,Padre fans getting slept in their own backyard 😭👊🏽
1517723150217326593,jmdaidone,Sat Apr 23 04:32:51 +0000 2022,-74.282445,39.736875,@FrankKane11 @Joyful_33 Prayers for Melody ✝️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
1517723154575147009,KREENOLA_,Sat Apr 23 04:32:52 +0000 2022,-90.011008,29.982601,"if my girl a tree, I’m her baby monkey"
1517723157548998656,TawnyBartley,Sat Apr 23 04:32:53 +0000 2022,-79.9806895,40.431388999999996,@Generalzodfz Have you seen your boy Nick yet????
1517723158471532737,nataliepruiz,Sat Apr 23 04:32:53 +0000 2022,-119.73830749999999,38.902448,@JoyAnnReid Hey this is no good
1517723158144598016,LarrabeeDonnie,Sat Apr 23 04:32:53 +0000 2022,-86.1429225,39.7795625,@BlondeBrandy The ole Louis I use to own the wallet how I miss the Louis days https://t.co/eFdYePSROX
1517723158740148224,LewDawg85,Sat Apr 23 04:32:53 +0000 2022,-93.1977235,30.202771,"@5aluteMeImPaige Man, I had a huge knot on my lower back on the left side. She was applying pressure to work it out… https://t.co/2xyCkmMGPs"
1517723160543735809,DomD33242796,Sat Apr 23 04:32:54 +0000 2022,-81.3677725,28.501678499999997,Heart attack time.  Let’s go Diaz!
1517723160589840386,diorxbri,Sat Apr 23 04:32:54 +0000 2022,-95.44648649999999,29.838495,Changing ur number&gt;&gt;&gt;
1517723161172885506,alpiar,Sat Apr 23 04:32:54 +0000 2022,-83.98440504,33.78765481,"$100 off your next session if you can play this line, at like 260 bpm! Call and ask for Chris or come see us and pl… https://t.co/LOJE67yHi7"
1517723162665922560,D_Stevenson54,Sat Apr 23 04:32:54 +0000 2022,-111.54702900000001,39.499762000000004,Every team has that whiny bitch 😒
1517723162863042560,FoxFernEden,Sat Apr 23 04:32:54 +0000 2022,-119.30660750000001,37.2691755,I’ve had Black Parade album by My Chemical Romance on repeat lately why is it so good asdfjgkf
1517723163119038464,falstin,Sat Apr 23 04:32:54 +0000 2022,-84.433106,33.7671945,@AthleticsGirl @MLBNetwork @Athletics I watched a Mariners game the other day and they did the same. They even prai… https://t.co/yYBtOSCfKH
1517723163890696193,808sAndSneakers,Sat Apr 23 04:32:54 +0000 2022,-77.0143985,38.898602999999994,@BREEIVYY send pics lol
1517723164373049345,BrennonChapman,Sat Apr 23 04:32:54 +0000 2022,-89.92202900000001,35.1335205,It’s A Wonderful Life
1517723164742201345,TERRANCEEHEALY,Sat Apr 23 04:32:55 +0000 2022,-80.03926150000001,26.682504,"@LandoNorris Great Job Lando, Now Go Get'em  🙌🏎🏁😁"
1517723165308424200,haechanNYC,Sat Apr 23 04:32:55 +0000 2022,-73.9685415,40.780709,Ok this next week im going to work more than 7 days straight… what did i do to deserve this
1517723167371972610,OHMissHipHop,Sat Apr 23 04:32:55 +0000 2022,-98.5406515,29.417501,You ever been too happy to sleep? Just cheesing &amp; shit 😁😅
1517723168248451072,hennygodpanda,Sat Apr 23 04:32:55 +0000 2022,-119.165389,34.181956,The new Batman on HBO Max ? I think the fuck yeah bruh https://t.co/XT482LYsr2
1517723173055258624,sprudo,Sat Apr 23 04:32:57 +0000 2022,-90.383549,38.520503500000004,"@82_haley Nope but I've seen anough dead ones. Probably because their defense is to jump up, hitting the car or truck."
1517723174791692288,TheRealXMoney,Sat Apr 23 04:32:57 +0000 2022,-95.44648649999999,29.838495,@Jeremia60079180 @kylelop40599711 @elonmusk I miss the music playing when you go to someone’s page. But someone bou… https://t.co/zSNyTH6Oi0
1517723175764860929,Mr_NoisyCricket,Sat Apr 23 04:32:57 +0000 2022,-102.104627,31.994300000000003,@UniverseTwenty I wish y'all stop lying ... we've been waiting forever and no moves have been made ... its empty promise after empty promise
1517723176943427584,BlondeFein,Sat Apr 23 04:32:57 +0000 2022,-87.9672925,43.0567225,Graduating May 14 hard work pays off
1517723177996017664,riiahroo,Sat Apr 23 04:32:58 +0000 2022,-123.02244999999999,45.005514000000005,What’s happening?
1517723178856062976,Landyachtpilot,Sat Apr 23 04:32:58 +0000 2022,-97.34962300000001,41.432621999999995,@quiltsbyliz @SueWoollatt @Tyler_356 @laurel53 Good. Don't.
1517723180038819841,mochaabaybee,Sat Apr 23 04:32:58 +0000 2022,-84.340338,34.0412115,Watching #SomeoneGreat about to cry my eyes out while I lay on my someone great. Lol. It makes no sense but I love this movie.
1517723180676354049,higgiefresh,Sat Apr 23 04:32:58 +0000 2022,-82.3247015,28.2245025,Wordle 308 5/6⬛⬛⬛⬛🟩⬛🟩🟩⬛🟩⬛🟩🟩⬛🟩⬛🟩🟩⬛🟩🟩🟩🟩🟩🟩
1517723181628506112,mckinleyville_,Sat Apr 23 04:32:59 +0000 2022,-81.1096165,32.0172845,"I have prayed and asked God for stuff and I haven't gotten an answer yet. Sometimes that means ""no"" or ""not yet"". I… https://t.co/y5ed2YI2HS"
1517723181951373312,GoHomeRog43,Sat Apr 23 04:32:59 +0000 2022,-96.7617535,32.819858499999995,@dvel86 Is that the definition of double d?
1517723182047838213,TheShish1990,Sat Apr 23 04:32:59 +0000 2022,-71.326858,42.636248,This entire thread is priceless. Bill gates is a joke. Always has been and always will be. I wake up every mornin… https://t.co/FusKOhAXHU
1517723184761647104,maricimardi,Sat Apr 23 04:32:59 +0000 2022,-74.0701315,40.3476735,Looking for a bf
1517723184765800449,alex_horowitz3,Sat Apr 23 04:32:59 +0000 2022,-73.9685415,40.780709,That time of the game #LFGM https://t.co/Kyx6V7gBYe
1517723186674253826,mfldotcom,Sat Apr 23 04:33:00 +0000 2022,-74.2586235,40.748984,im flying around on this safe ride my driver is not stopping for anything
1517723187689123840,joaaanaas,Sat Apr 23 04:33:00 +0000 2022,-118.222017,33.8849685,my brother got his house 🎊🎉 we getting fucked up for him
1517723187747770368,FDoobbs,Sat Apr 23 04:33:00 +0000 2022,-122.3306025,47.614817,Joe Biden is a retard immature asshole I hope the son of a bitch dies in hell #foxnews #mexicanarmy @mexico @spain… https://t.co/eGftx3TN0O
1517723187991171074,leevaunha,Sat Apr 23 04:33:00 +0000 2022,-76.36227600000001,37.0508965,and be truthful 😕
1517723188834316289,Sybae001,Sat Apr 23 04:33:00 +0000 2022,-98.2456745,26.24069,@willow_rani need people who don't drain the battery
