id,username,created_at,lng,lat,text
1517708275638169600,RalphBa25576532,Sat Apr 23 03:33:45 +0000 2022,-120.882482,47.273022,@CommonS59577379 @pauljwildlife @EliotACohen True
1517708291563876352,OnTheRo07579342,Sat Apr 23 03:33:49 +0000 2022,-122.2740545,47.905972000000006,@apolyakova @morgfair @ForeignAffairs @cepa Putin must go!
1517708294487363584,TiffanyDgn,Sat Apr 23 03:33:49 +0000 2022,-114.14326249999999,45.4945515,@drpatesblog Thx for this info!
1517708315542704128,writer_noir,Sat Apr 23 03:33:54 +0000 2022,-122.6373085,48.289541,"New idea for a story and I already have a title...The Heel of the MoonHas a nice noir vibe, doesn't it?… https://t.co/UOskaK5WdZ"
1517708346786164736,iLouisianaGumbo,Sat Apr 23 03:34:02 +0000 2022,-122.33061,47.616955,@elonmusk Hacked or Nah?
1517708405158285312,YourESN,Sat Apr 23 03:34:16 +0000 2022,-122.9352255,46.971318499999995,Black Hills and Aberdeen game ends in a 6-6 tied due to darkness https://t.co/P3VbuczAXm
1517708413077057536,CharlieBiggs,Sat Apr 23 03:34:17 +0000 2022,-122.89194444,48.47888889,8:30 pm. Light still shines.Good day on the island. #slopez #sunset @ Lopez Island https://t.co/Q6yTyYtHeE
1517708461647216640,vamp19762000,Sat Apr 23 03:34:29 +0000 2022,-89.2665075,39.7393005,I'm nit paying $20 a month for ads and less selections.
1517708566668345346,GoodnessGravy,Sat Apr 23 03:34:54 +0000 2022,-122.6557945,47.4939445,@patrckfromperks @bisexualcrises @succession Thanks :)
1517708603976822794,DeSeanB,Sat Apr 23 03:35:03 +0000 2022,-79.85736349999999,36.090396999999996,@Bobnkasey2 @a_standal @PleaseBeGneiss I still have no idea how they plan on incorporating that effectively.Their… https://t.co/ETkiCBAYmQ
1517708620405698560,2o6ct,Sat Apr 23 03:35:07 +0000 2022,-122.3306025,47.614817,I miss my old bitch that use to feed me’ w/o me even asking… (oh the big things 😂)
1517708700345020416,Around_Seattle,Sat Apr 23 03:35:26 +0000 2022,-122.334461,47.307568,This was supposed to say beers not beets btw
1517708753931358209,sarayneli5,Sat Apr 23 03:35:39 +0000 2022,-119.132102,46.245556,Me listening to bad bunny’s new album!!🥹💕 #badbunny #UnVeranoSinTi https://t.co/MsK5xqPgzM
1517708802862161920,E_Steven,Sat Apr 23 03:35:50 +0000 2022,-122.3306025,47.614817,Continuing on with films of the 90s. https://t.co/8dpLGz9jyP
1517708807501012992,ProspectInsider,Sat Apr 23 03:35:52 +0000 2022,-122.2327535,47.565392,"@SnowsterSC It's not. But that isn't the point, anyway."
1517708810399346688,AdamDodgers,Sat Apr 23 03:35:52 +0000 2022,-122.3306025,47.614817,Worst ump ever
1517708822617415680,annafoxylove,Sat Apr 23 03:35:55 +0000 2022,-122.583,47.3275,"Just posted a photo @ Gig Harbor, Washington https://t.co/BqkzfzY8sN"
1517708842796261377,OncoDancing,Sat Apr 23 03:36:00 +0000 2022,-122.4269055,47.0895845,According to @OmNomu I made an excellent quality #dadjoke tonight 🤣🤣🤣🤣🤣🤣🤣
1517708854745726979,Summer_Stinson,Sat Apr 23 03:36:03 +0000 2022,-122.3306025,47.614817,@BWRinSEA @Djuna22 @SeaPubSchools @SeattleCouncil This is the problem with citing “in my day!” The science has show… https://t.co/feX3gknGm9
1517708891189956609,pangolin_panda,Sat Apr 23 03:36:11 +0000 2022,-122.3306025,47.614817,Wow lol.
